,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,replacements,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
61,BKG Mendis,MP Stoinis,MD Shanaka,4,0,4,80,74,34,28,4,-,6.0,9,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Medium
62,MD Shanaka,AC Agar,BKG Mendis,1,0,1,81,73,3,4,4,-,1.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
63,BKG Mendis,AC Agar,MD Shanaka,1,0,1,82,72,35,29,4,-,2.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
64,MD Shanaka,AC Agar,BKG Mendis,1,0,1,83,71,4,5,4,-,3.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
65,BKG Mendis,AC Agar,MD Shanaka,0,0,0,83,71,35,30,4,-,4.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
66,BKG Mendis,AC Agar,MD Shanaka,0,0,0,83,71,35,31,4,-,5.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
67,BKG Mendis,AC Agar,MD Shanaka,1,0,1,84,70,36,32,4,-,6.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
68,BKG Mendis,A Zampa,MD Shanaka,1,0,1,85,69,37,33,4,-,1.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
69,MD Shanaka,A Zampa,BKG Mendis,6,0,6,91,63,10,6,4,-,2.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
70,MD Shanaka,A Zampa,BKG Mendis,0,0,0,91,63,10,7,4,-,3.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
71,MD Shanaka,A Zampa,BKG Mendis,1,0,1,92,62,11,8,4,-,4.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
72,BKG Mendis,A Zampa,MD Shanaka,0,0,0,92,62,37,34,4,-,5.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
73,BKG Mendis,A Zampa,MD Shanaka,0,0,0,92,62,37,35,4,-,6.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
74,MD Shanaka,KW Richardson,BKG Mendis,0,0,0,92,62,11,9,4,-,1.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
75,MD Shanaka,KW Richardson,BKG Mendis,1,0,1,93,61,12,10,4,-,2.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
76,BKG Mendis,KW Richardson,MD Shanaka,1,0,1,94,60,38,36,4,-,3.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
77,MD Shanaka,KW Richardson,BKG Mendis,2,0,2,96,58,14,11,4,-,4.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
78,MD Shanaka,KW Richardson,BKG Mendis,1,0,1,97,57,15,12,4,-,5.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
79,BKG Mendis,KW Richardson,MD Shanaka,0,1,1,98,56,38,37,4,legbyes,6.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
80,BKG Mendis,AC Agar,MD Shanaka,1,0,1,99,55,39,38,4,-,1.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
81,MD Shanaka,AC Agar,BKG Mendis,1,0,1,100,54,16,13,4,-,2.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
82,BKG Mendis,AC Agar,MD Shanaka,2,0,2,102,52,41,39,4,-,3.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
83,BKG Mendis,AC Agar,MD Shanaka,1,0,1,103,51,42,40,4,-,4.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
84,MD Shanaka,AC Agar,BKG Mendis,0,0,0,103,51,16,14,4,-,5.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
85,MD Shanaka,AC Agar,BKG Mendis,1,0,1,104,50,17,15,4,-,6.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
86,MD Shanaka,A Zampa,BKG Mendis,0,0,0,104,50,17,16,4,-,1.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
87,MD Shanaka,A Zampa,BKG Mendis,1,0,1,105,49,18,17,4,-,2.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
88,BKG Mendis,A Zampa,MD Shanaka,2,0,2,107,47,44,41,4,-,3.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
89,BKG Mendis,A Zampa,MD Shanaka,4,0,4,111,43,48,42,4,-,4.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
90,BKG Mendis,A Zampa,MD Shanaka,2,0,2,113,41,50,43,4,-,5.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
91,BKG Mendis,A Zampa,MD Shanaka,1,0,1,114,40,51,44,4,-,6.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
92,BKG Mendis,JA Richardson,MD Shanaka,1,0,1,115,39,52,45,4,-,1.0,15,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
93,MD Shanaka,JA Richardson,BKG Mendis,0,0,0,115,39,18,18,4,-,2.0,15,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
94,MD Shanaka,JA Richardson,BKG Mendis,1,0,1,116,38,19,19,4,-,3.0,15,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
95,BKG Mendis,JA Richardson,MD Shanaka,0,1,1,117,37,52,45,4,wides,3.0,15,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
96,BKG Mendis,JA Richardson,MD Shanaka,1,0,1,118,36,53,46,4,-,4.0,15,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
97,MD Shanaka,JA Richardson,BKG Mendis,1,0,1,119,35,20,20,4,-,5.0,15,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
98,BKG Mendis,JA Richardson,MD Shanaka,1,0,1,120,34,54,47,4,-,6.0,15,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
99,BKG Mendis,A Zampa,MD Shanaka,1,0,1,121,33,55,48,4,-,1.0,16,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
100,MD Shanaka,A Zampa,BKG Mendis,2,0,2,123,31,22,21,4,-,2.0,16,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
101,MD Shanaka,A Zampa,BKG Mendis,1,0,1,124,30,23,22,4,-,3.0,16,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
102,BKG Mendis,A Zampa,MD Shanaka,1,0,1,125,29,56,49,4,-,4.0,16,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
103,MD Shanaka,A Zampa,BKG Mendis,1,0,1,126,28,24,23,4,-,5.0,16,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
104,BKG Mendis,A Zampa,MD Shanaka,1,0,1,127,27,57,50,4,-,6.0,16,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
105,BKG Mendis,KW Richardson,MD Shanaka,0,0,0,127,27,57,51,4,-,1.0,17,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
106,BKG Mendis,KW Richardson,MD Shanaka,0,1,1,128,26,57,51,4,wides,1.0,17,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
107,BKG Mendis,KW Richardson,MD Shanaka,4,0,4,132,22,61,52,4,-,2.0,17,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
108,BKG Mendis,KW Richardson,MD Shanaka,1,0,1,133,21,62,53,4,-,3.0,17,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
109,MD Shanaka,KW Richardson,BKG Mendis,0,0,0,133,21,24,24,4,-,4.0,17,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
110,MD Shanaka,KW Richardson,BKG Mendis,1,0,1,134,20,25,25,4,-,5.0,17,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
111,BKG Mendis,KW Richardson,MD Shanaka,1,0,1,135,19,63,54,4,-,6.0,17,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
112,BKG Mendis,JA Richardson,MD Shanaka,0,0,0,135,19,63,55,4,-,1.0,18,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
113,BKG Mendis,JA Richardson,MD Shanaka,0,1,1,136,18,63,56,4,byes,2.0,18,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
114,MD Shanaka,JA Richardson,BKG Mendis,1,0,1,137,17,26,26,4,-,3.0,18,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
115,BKG Mendis,JA Richardson,MD Shanaka,0,2,2,139,15,63,56,4,wides,3.0,18,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
116,MD Shanaka,JA Richardson,BKG Mendis,1,0,1,140,14,27,27,4,-,4.0,18,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
117,BKG Mendis,JA Richardson,MD Shanaka,4,0,4,144,10,67,57,4,-,5.0,18,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
118,BKG Mendis,JA Richardson,MD Shanaka,2,0,2,146,8,69,58,4,-,6.0,18,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
119,MD Shanaka,KW Richardson,BKG Mendis,0,0,0,146,8,27,28,4,-,1.0,19,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
120,MD Shanaka,KW Richardson,BKG Mendis,2,0,2,148,6,29,29,4,-,2.0,19,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
121,MD Shanaka,KW Richardson,BKG Mendis,6,0,6,154,0,35,30,4,-,3.0,19,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
122,MD Shanaka,KW Richardson,BKG Mendis,0,0,0,154,0,35,31,5,-,4.0,19,bowled,MD Shanaka,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
123,C Karunaratne,DR Sams,BKG Mendis,1,0,1,155,-1,1,1,5,-,5.0,19,0,,,"{'role': [{'in': 'DR Sams', 'out': 'KW Richardson', 'reason': 'injury', 'role': 'bowler'}]}",bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Fast
